                                                             cve-2010-5278, cve-2015-9481, cve-2015-9482, cve-2017-1002201, cve-2018-1000877, cve-2018-1000878, cve-2018-1000879, cve-2018-1000880, cve-2018-1002204, cve-2018-19052, cve-2018-20685, cve-2018-5732, cve-2019-0065, cve-2019-0071, cve-2019-10923, cve-2019-10936, cve-2019-13411, cve-2019-13412, cve-2019-13929, cve-2019-14657, cve-2019-14810, cve-2019-15064, cve-2019-15065, cve-2019-15066, cve-2019-16925, cve-2019-16926, cve-2019-17115, cve-2019-17264, cve-2019-17449, cve-2019-17501, cve-2019-17507, cve-2019-17526, cve-2019-17543, cve-2019-17544, cve-2019-17629, cve-2019-17630, cve-2019-17664, cve-2019-18216, cve-2019-2934, cve-2019-2936, cve-2019-2937, cve-2019-2961, cve-2019-2965, cve-2019-8064, cve-2019-8160, cve-2019-8161, cve-2019-8162, cve-2019-8163, cve-2019-8164, cve-2019-8165, cve-2019-8166, cve-2019-8167, cve-2019-8168, cve-2019-8169, cve-2019-8170, cve-2019-8171, cve-2019-8172, cve-2019-8173, cve-2019-8174, cve-2019-8175, cve-2019-8176, cve-2019-8177, cve-2019-8178, cve-2019-8179, cve-2019-8180, cve-2019-8181, cve-2019-8182, cve-2019-8183, cve-2019-8184, cve-2019-8185, cve-2019-8186, cve-2019-8187, cve-2019-8188, cve-2019-8189, cve-2019-8190, cve-2019-8191, cve-2019-8192, cve-2019-8193, cve-2019-8194, cve-2019-8195, cve-2019-8196, cve-2019-8197, cve-2019-8198, cve-2019-8199, cve-2019-8200, cve-2019-8201, cve-2019-8202, cve-2019-8203, cve-2019-8204, cve-2019-8205, cve-2019-8206, cve-2019-8207, cve-2019-8208, cve-2019-8209, cve-2019-8210, cve-2019-8211, cve-2019-8212, cve-2019-8213, cve-2019-8214, cve-2019-8215, cve-2019-8216, cve-2019-8217, cve-2019-8218, cve-2019-8219, cve-2019-8220, cve-2019-8221, cve-2019-8222, cve-2019-8223, cve-2019-8224, cve-2019-8225, cve-2019-8226, cve-2019-8369, cve-2019-8370
cve-2018-8006                                                cve-2018-8006
cve-2018-9062                                                cve-2018-9062
cve-2019-0047                                                cve-2019-0047
cve-2019-0050                                                cve-2019-0050
cve-2019-0051                                                cve-2019-0051
cve-2019-0054                                                cve-2019-0054
cve-2019-0055                                                cve-2019-0055
cve-2019-0056                                                cve-2019-0056
cve-2019-0057                                                cve-2019-0057
cve-2019-0058                                                cve-2019-0058
cve-2019-0059                                                cve-2019-0059
cve-2019-0060                                                cve-2019-0060
cve-2019-0061                                                cve-2019-0061
cve-2019-0062                                                cve-2019-0062
cve-2019-0063                                                cve-2019-0063
cve-2019-0064                                                cve-2019-0064
cve-2019-0065                                                cve-2019-0065
cve-2019-0066                                                cve-2019-0066
cve-2019-0067                                                cve-2019-0067
cve-2019-0068                                                cve-2019-0068
cve-2019-0069                                                cve-2019-0069
cve-2019-0070                                                cve-2019-0070
cve-2019-0071                                                cve-2019-0071
cve-2019-0072                                                cve-2019-0072
cve-2019-0073                                                cve-2019-0073
cve-2019-0074                                                cve-2019-0074
cve-2019-0075                                                cve-2019-0075
cve-2019-0201                                                cve-2019-0201
cve-2019-0212                                                cve-2019-0212
cve-2019-0227                                                cve-2019-0227
cve-2019-0368                                                cve-2019-0368
cve-2019-0379                                                cve-2019-0379
cve-2019-0380                                                cve-2019-0380
cve-2019-0381                                                cve-2019-0381
cve-2019-1000019                                             cve-2019-1000019
cve-2019-1000020                                             cve-2019-1000020
cve-2019-1002101                                             cve-2019-1002101
cve-2019-10079                                               cve-2019-10079
cve-2019-10082                                               cve-2019-10082
cve-2019-10097                                               cve-2019-10097
cve-2019-10215                                               cve-2019-10215
cve-2019-10436                                               cve-2019-10436
cve-2019-10437                                               cve-2019-10437
cve-2019-10438                                               cve-2019-10438
cve-2019-10439                                               cve-2019-10439
cve-2019-10440                                               cve-2019-10440
cve-2019-10441                                               cve-2019-10441
cve-2019-10442                                               cve-2019-10442
cve-2019-10443                                               cve-2019-10443
cve-2019-10444                                               cve-2019-10444
cve-2019-10445                                               cve-2019-10445
cve-2019-10446                                               cve-2019-10446
cve-2019-10447                                               cve-2019-10447
cve-2019-10448                                               cve-2019-10448
cve-2019-10449                                               cve-2019-10449
cve-2019-10450                                               cve-2019-10450
cve-2019-10451                                               cve-2019-10451
cve-2019-10452                                               cve-2019-10452
cve-2019-10453                                               cve-2019-10453
cve-2019-10454                                               cve-2019-10454
cve-2019-10455                                               cve-2019-10455
cve-2019-10456                                               cve-2019-10456
cve-2019-10457                                               cve-2019-10457
cve-2019-10458                                               cve-2019-10458
cve-2019-10459                                               cve-2019-10459
cve-2019-10460                                               cve-2019-10460
cve-2019-10461                                               cve-2019-10461
cve-2019-10462                                               cve-2019-10462
cve-2019-10463                                               cve-2019-10463
cve-2019-10464                                               cve-2019-10464
cve-2019-10465                                               cve-2019-10465
cve-2019-10466                                               cve-2019-10466
cve-2019-10467                                               cve-2019-10467
cve-2019-10468                                               cve-2019-10468
cve-2019-10469                                               cve-2019-10469
cve-2019-10470                                               cve-2019-10470
cve-2019-10471                                               cve-2019-10471
cve-2019-10472                                               cve-2019-10472
cve-2019-10473                                               cve-2019-10473
cve-2019-10474                                               cve-2019-10474
cve-2019-10475                                               cve-2019-10475
cve-2019-10476                                               cve-2019-10476
cve-2019-10715                                               cve-2019-10715
cve-2019-10716                                               cve-2019-10716
cve-2019-10752                                               cve-2019-10752
cve-2019-10756                                               cve-2019-10756
cve-2019-10757                                               cve-2019-10757
cve-2019-10759                                               cve-2019-10759
cve-2019-10760                                               cve-2019-10760
cve-2019-10923                                               cve-2019-10923
cve-2019-10936                                               cve-2019-10936
cve-2019-10963                                               cve-2019-10963
cve-2019-10969                                               cve-2019-10969
cve-2019-11041                                               cve-2019-11041
cve-2019-11042                                               cve-2019-11042
cve-2019-11077                                               cve-2019-11077
cve-2019-11120                                               cve-2019-11120
cve-2019-11167                                               cve-2019-11167
cve-2019-11253                                               cve-2019-11253
cve-2019-11281                                               cve-2019-11281
cve-2019-11282                                               cve-2019-11282
cve-2019-11283                                               cve-2019-11283
cve-2019-11284                                               cve-2019-11284
cve-2019-11472                                               cve-2019-15139
cve-2019-11509                                               cve-2019-11509
cve-2019-11526                                               cve-2019-11526
cve-2019-11527                                               cve-2019-11527
cve-2019-11528                                               cve-2019-11528
cve-2019-1166                                                cve-2019-1166
cve-2019-11674                                               cve-2019-11674
cve-2019-11933                                               cve-2019-11933
cve-2019-12147                                               cve-2019-12147
cve-2019-12148                                               cve-2019-12148
cve-2019-12290                                               cve-2019-12290
cve-2019-1230                                                cve-2019-1230
cve-2019-12402                                               cve-2019-12402
cve-2019-12415                                               cve-2019-12415
cve-2019-12611                                               cve-2019-12611
cve-2019-12636                                               cve-2019-12636
cve-2019-12637                                               cve-2019-12637
cve-2019-12638                                               cve-2019-12638
cve-2019-12702                                               cve-2019-12702
cve-2019-12703                                               cve-2019-12703
cve-2019-12704                                               cve-2019-12704
cve-2019-12705                                               cve-2019-12705
cve-2019-12708                                               cve-2019-12708
cve-2019-12718                                               cve-2019-12718
cve-2019-12941                                               cve-2019-12941
cve-2019-12944                                               cve-2019-12944
cve-2019-12967                                               cve-2019-12967
cve-2019-13116                                               cve-2019-13116
cve-2019-13120                                               cve-2019-13120
cve-2019-1314                                                cve-2019-1314
cve-2019-1315                                                cve-2019-1339, cve-2019-1342
cve-2019-1320                                                cve-2019-1340
cve-2019-1321                                                cve-2019-1321
cve-2019-1322                                                cve-2019-1340
cve-2019-13336                                               cve-2019-13336
